Mobiletimestamp,MobileAccl_X,MobileAccl_Y,MobileAccl_Z,MobileGyro_X,MobileGyro_Y,MobileGyro_Z, Watchtimestamp,Watch_X,Watch_Y,Watch_Z,WatchGyro_X,WatchGyro_Y,WatchGyro_Z
1.41754E+14,0.015008927,0.007628307,-0.055895529,0.00034078,-0.004119873,0.002934774,6.47575E+13,0.06488864,-1.7701495,-0.061182379,0.157130326,-0.023254722,-0.281888667
1.41754E+14,0.004893303,-0.039798944,-0.095528443,-0.001693725,-0.002085368,0.006184896,6.47575E+13,0.03469785,-1.5004789,-0.037825823,0.172044025,0.005862505,-0.30035326
1.41754E+14,-0.045120875,-0.03150691,-0.110383511,0.006454468,-0.002492269,0.006596883,6.47575E+13,-0.019767761,-1.1845131,-0.00890398,0.162101553,0.02823306,-0.263779184
1.41754E+14,-0.034868241,-0.035538536,0.021975933,0.008478801,-0.006159464,0.009033203,6.47575E+13,-0.062322615,-0.5941646,0.045855841,0.12623765,0.051668875,-0.19063102
1.41754E+14,-0.010561944,-0.071466796,0.176983573,0.007670084,-0.014709473,0.009857178,6.47575E+13,-0.061836243,0.25174725,0.138235493,0.079721107,0.072263985,-0.113576891
1.41754E+14,0.030690829,-0.119595077,-0.028786937,0.014597575,-0.02978007,0.007822673,6.47575E+13,-0.050624528,1.2931893,0.159606813,0.033204559,0.07297417,-0.045755057
1.41754E+14,0.06925551,-0.11912085,-0.120669923,0.008890787,-0.041178386,0.005371094,6.47575E+13,-0.17844073,2.1787724,0.131435751,-0.004434777,0.044212019,-0.030841357
1.41754E+14,0.194417633,-0.145248922,0.229505957,-0.002507526,-0.047286987,0.006998697,6.47576E+13,-0.302093825,2.771093,0.086688875,-0.016152691,0.005507418,-0.047175413
1.41754E+14,0.25824801,-0.230507353,0.27474845,0.021519979,-0.031809489,0.010258993,6.47576E+13,-0.413380941,2.9184756,0.044261774,-0.003014423,-0.033907365,-0.072741758
1.41754E+14,0.306361833,-0.277801173,0.069249372,0.064280193,0.002385457,0.015955607,6.47576E+13,-0.468289687,2.7494507,0.0010496,0.01971121,-0.078293385,-0.099728462
1.41754E+14,0.221883772,-0.267255833,-0.3037766,0.074457804,0.032521566,0.018000285,6.47576E+13,-0.414277384,2.2504082,-0.01198399,0.04918353,-0.126230284,-0.120323567
1.41754E+14,0.053252855,-0.22330003,-0.091067075,0.045547483,0.022750854,0.011886597,6.47576E+13,-0.199748993,1.5060651,-0.023714223,0.069778643,-0.180558765,-0.13310674
1.41754E+14,-0.111428897,-0.212455312,0.14918749,0.030883789,-0.003723145,0.002934773,6.47576E+13,0.12548701,0.94605005,-0.04720024,0.071198993,-0.22601005,-0.125294807
1.41754E+14,-0.091675122,-0.186902228,0.368286647,0.047592165,0.012557983,-0.002365112,6.47576E+13,0.340626717,0.6984556,-0.092758377,0.0530895,-0.234532173,-0.11322181
1.41754E+14,-0.165779113,-0.068433257,0.299872317,0.074869788,0.031295778,-0.007247924,6.47576E+13,0.423640563,0.58766913,-0.110776346,0.019356127,-0.205059853,-0.113576893
1.41754E+14,-0.18580341,0.023833331,0.014333964,0.103378297,0.045145672,-0.007247927,6.47576E+13,0.34967327,0.51597357,-0.182298496,-0.0090504,-0.15392547,-0.105765043
1.41754E+14,-0.205990473,0.171482055,-0.318030513,0.124964393,0.043111168,-0.001561483,6.47576E+13,0.163153647,0.48592398,-0.14036584,-0.023253933,-0.105633483,-0.100793817
1.41754E+14,-0.20764319,0.334514222,-0.383131433,0.12047831,0.016642254,0.017583211,6.47577E+13,0.135346093,0.4459507,-0.184508362,-0.037457453,-0.097111372,-0.106475223
1.41754E+14,-0.125863077,0.384330002,-0.354866143,0.095225015,-0.014317829,0.043233237,6.47577E+13,0.0708154,0.31300962,-0.16749398,-0.051305887,-0.113090333,-0.096532752
1.41754E+14,-0.042927737,0.304263395,-0.177253069,0.069981893,-0.028564455,0.067672728,6.47577E+13,0.106829643,0.04899223,-0.234062633,-0.057697473,-0.121612458,-0.072031659
1.41754E+14,0.038177808,0.235792323,-0.277255417,0.041061403,-0.00983175,0.090479533,6.47577E+13,0.19526736,-0.19293296,-0.25231548,-0.07296626,-0.114865778,-0.06244429
1.41754E+14,0.025740621,0.30409999,-0.30408611,0.006856282,0.024378457,0.115320842,6.47577E+13,0.143418944,-0.3309387,-0.279516958,-0.0779375,-0.092495221,-0.067060436
1.41754E+14,-0.044312158,0.409361993,-0.300955613,-0.014317831,0.038630167,0.13934326,6.47577E+13,0.098192532,-0.22889185,-0.255874714,-0.070125563,-0.075095905,-0.07984362
1.41754E+14,-0.139659247,0.424414887,-0.13662086,-0.027348837,0.019897462,0.159296666,6.47577E+13,0.134342192,8.56E-04,-0.231723583,-0.045269383,-0.060182202,-0.083394497
1.41754E+14,-0.028779983,0.397052113,0.087374509,-0.037521357,-0.015945436,0.179667152,6.47577E+13,0.08140373,0.09558113,-0.24661906,-0.02289883,-0.049529553,-0.080908877
1.41754E+14,0.085362434,0.340835377,0.0893991,-0.067255656,-0.04443868,0.18454488,6.47577E+13,0.099120459,0.15497604,-0.25787008,-0.011899181,-0.053092155,-0.05213679
1.41754E+14,0.193120955,0.334025437,-0.06741679,-0.121826175,-0.057062786,0.18454997,6.47577E+13,0.024565379,0.13516888,-0.285234257,-0.051669053,-0.040664065,-0.009526215
1.41754E+14,0.057514193,0.320009187,-0.022630333,-0.166615805,-0.06072998,0.195541374,6.47578E+13,0.096808118,0.057008535,-0.14968995,-0.118425625,-0.007285788,0.050838767
1.41754E+14,0.25347678,0.199710253,0.328508192,-0.18290202,-0.049321493,0.20206197,6.47578E+13,0.100775083,-0.19864696,-0.225221712,-0.159260759,0.025027235,0.101616372
1.41754E+14,0.14414374,0.12374558,0.362417647,-0.171091716,-0.035481772,0.193099981,6.47578E+13,0.077050849,-0.49768993,-0.176842061,-0.199030631,0.046687607,0.141031153
1.41754E+14,0.042150179,-0.007070759,0.20199376,-0.139745077,-0.02448527,0.181294758,6.47578E+13,0.133270578,-0.42206356,-0.06003785,-0.237025071,0.058405517,0.161981353
1.41754E+14,-0.05753994,-0.037230676,0.018125636,-0.100641887,-0.012685141,0.163375855,6.47578E+13,0.04811764,-0.13636689,-0.001600947,-0.262236315,0.061246228,0.16162627
1.41754E+14,-0.131464004,-0.12682727,-0.089933853,-0.071736653,-0.00289917,0.149113973,6.47578E+13,-0.043603267,0.15092707,-0.021552123,-0.28176615,0.060180953,0.156299948
1.41754E+14,-0.088169097,-0.144292845,0.15523815,-0.047302248,0.006871541,0.141789754,6.47578E+13,-0.111786839,0.26512122,-0.0093412,-0.293128998,0.059470785,0.165177155
1.41754E+14,-0.034843443,-0.221031775,0.346449573,-0.024088541,0.006469727,0.129567462,6.47578E+13,-0.104917845,0.26877606,0.092149417,-0.302716355,0.048107963,0.182221381
1.41754E+14,-0.014851887,-0.29440434,0.018204231,-0.02654012,0.012568156,0.121012371,6.47578E+13,0.04707114,0.20742196,0.07503366,-0.299875661,0.02644758,0.200685957
1.41754E+14,-0.12176005,-0.321676257,-0.3382319,-0.04363505,0.045145671,0.114919027,6.47578E+13,0.279390007,0.19745366,0.09482427,-0.304136725,0.015794941,0.21062843
1.41754E+14,-0.079430899,-0.294525686,-0.037372271,-0.055852257,0.037821451,0.110020956,6.47579E+13,0.396540327,0.23373261,0.124846267,-0.299875673,0.032484084,0.191453677
1.41754E+14,-0.01119105,-0.225595564,0.053225677,-0.069290162,0.026819865,0.10228475,6.47579E+13,0.29008834,0.25991935,0.147556392,-0.284961959,0.067992906,0.164111888
1.41754E+14,0.074632644,-0.295641604,0.300588667,-0.080281577,0.021113078,0.099441526,6.47579E+13,0.164114953,0.21022484,0.178051278,-0.262946488,0.091073633,0.148488005
1.41754E+14,0.037740071,-0.473531323,0.29565193,-0.074172974,0.008087158,0.089248657,6.47579E+13,-0.01965046,0.08577284,0.206933189,-0.238800496,0.091073631,0.131798859
1.41754E+14,-0.075146356,-0.645840667,0.057909585,-0.057891845,-0.00046285,0.077443442,6.47579E+13,-0.07873726,-0.09518695,0.225744207,-0.201161152,0.069768343,0.119015691
1.41754E+14,-0.065475464,-0.60925339,0.1806129,-0.031824748,-0.006154378,0.068893432,6.47579E+13,-0.077327727,-0.27097946,0.151455093,-0.142926704,0.043846903,0.117595337
1.41754E+14,-0.091231982,-0.594269217,0.3204801,0.006047567,-0.007385254,0.066040039,6.47579E+13,0.029525758,-0.26111972,0.190897465,-0.101736488,0.026447584,0.123276755
1.41754E+14,-0.065601668,-0.55853153,0.030724901,0.037806192,0.00319926,0.068893433,6.47579E+13,0.09337138,-0.22854343,0.202692902,-0.053799583,0.0260925,0.106232516
1.41754E+14,0.027819317,-0.4631963,-0.334145661,0.036585491,0.009307861,0.068491617,6.47579E+13,0.148678153,-0.16043866,0.191761017,-0.001601624,0.037455319,0.080311083
1.41754E+14,0.176506677,-0.36591383,-0.32657182,0.018666587,0.016235352,0.064422607,6.47579E+13,0.090714457,-0.20688346,0.217117069,0.047400539,0.047042702,0.055099824
1.41754E+14,0.173211733,-0.313525033,-0.08860759,0.00767517,0.022740682,0.056681314,6.4758E+13,0.017717995,-0.23575509,0.181040168,0.079358471,0.049528316,0.039475947
1.41754E+14,0.163068454,-0.374773537,0.16503775,0.004414877,0.016637166,0.036315918,6.4758E+13,-0.126987777,-0.12598832,0.134205817,0.094624243,0.048460387,0.029182118
1.41754E+14,-0.170523644,-0.297104557,0.09900399,0.02478536,0.008087158,0.005783081,6.4758E+13,-0.222027463,-0.057365168,0.082717578,0.094624243,0.03070598,0.028827034
1.41754E+14,-0.225257558,-0.17406983,-0.070262212,0.060201009,-0.006566366,0.001708984,6.4758E+13,-0.181150117,-0.002068676,0.07660063,0.080775806,0.005139634,0.027406679
1.41754E+14,-0.023988725,-0.076261248,-0.102713485,0.075678508,-0.011861165,0.004969279,6.4758E+13,-0.082589783,-0.019100063,0.048111041,0.071543516,-0.016520742,0.017464212
1.41754E+14,0.053062122,0.031143616,-0.050089819,0.07650248,-0.01348877,-0.000732422,6.4758E+13,-0.032671606,-0.12277435,-0.006259918,0.062666312,-0.021136888,0.004681036
1.41754E+14,0.090826988,0.063203807,-0.047241448,0.075271606,-0.022857666,-0.006434123,6.4758E+13,-0.099075314,-0.23547424,-0.017126081,0.059825605,-0.015810565,-0.011297929
1.41754E+14,0.135587056,0.061914251,0.10321176,0.068751019,-0.020009359,-0.00928243,6.4758E+13,-0.02308782,-0.29811805,0.047793587,0.054854372,-0.009418979,-0.029407422
1.41754E+14,0.125617667,0.049973301,0.058434743,0.060607909,-0.006159465,-0.014175415,6.4758E+13,-0.001385689,-0.21443674,0.015002131,0.033904171,-0.00515792,-0.041125332
1.41754E+14,0.032658894,0.050002211,-0.019913851,0.049616497,0.010528564,-0.014989217,6.4758E+13,-0.037878357,-0.13912351,0.028585553,0.003366589,-0.002672306,-0.042545685
1.41754E+14,-0.015114782,0.061513524,-0.118415295,0.042683918,0.017456055,-0.017018636,6.47581E+13,-0.041991235,-0.021781653,-0.003003399,-0.008351318,0.003719282,-0.036864276
1.41754E+14,0.06248665,0.080488822,-0.067814888,0.034144085,0.017466227,-0.016611735,6.47581E+13,0.026851973,0.008408673,0.047575233,0.014019236,0.015082102,-0.025501453
1.41754E+14,0.05265395,0.126996212,-0.122048715,0.030481974,0.016647339,-0.019058228,6.47581E+13,0.011238734,0.0312704,0.046409132,0.04739752,0.027155099,-0.011653017
1.41754E+14,0.05815506,0.155930208,0.130633154,0.027628582,0.01012675,-0.02230835,6.47581E+13,0.020888965,0.07339378,0.095637721,0.050238227,0.031416158,-0.000290195
1.41754E+14,0.006398837,0.056346695,0.121872803,0.02762858,0.003204346,-0.024353028,6.47581E+13,0.04753081,0.1371622,0.099002757,0.020410823,0.03674248,-0.004551254
1.41754E+14,-0.035160064,0.023438453,0.063748976,0.030487061,0.006459554,-0.026794434,6.47581E+13,-0.059933345,0.1880894,0.07473739,-0.018648878,0.043134066,-0.017334426
1.41754E+14,-0.150808972,0.02899103,0.003536542,0.032104492,0.007680257,-0.028015137,6.47581E+13,-0.262235639,0.2253048,0.118978541,-0.029301518,0.041003536,-0.035799009
1.41754E+14,-0.213249843,0.08997743,0.02543481,0.032511393,-0.002090454,-0.027608235,6.47581E+13,-0.368171378,0.11011871,0.086251139,-0.010481848,0.023604218,-0.064206064
1.41754E+14,-0.054819743,0.119743098,-0.033820987,0.039438883,-0.008600871,-0.026387533,6.47581E+13,-0.428318971,-0.06681134,0.069725153,0.012953971,-0.006933362,-0.082670648
1.41754E+14,0.085620245,0.165195247,-0.07279119,0.03658549,-0.006571452,-0.024347941,6.47581E+13,-0.312942505,-0.20450057,0.001700598,0.020411086,-0.038180052,-0.091547851
1.41754E+14,0.012449581,0.134320249,-0.068382186,0.001968384,-0.003718059,-0.026387533,6.47582E+13,-0.205512048,-0.20559832,0.01302274,0.014019501,-0.061260781,-0.091902937
1.41754E+14,-0.101501143,0.056284037,-0.135481976,-0.031016032,-0.006566366,-0.026392619,6.47582E+13,-0.076503433,-0.098847225,-0.013418636,-0.006220523,-0.076529572,-0.081250288
1.41754E+14,-0.063344638,0.068599969,-0.027895352,-0.032638549,-0.000452677,-0.024353027,6.47582E+13,0.11071237,0.018776568,-0.015668074,-0.021489312,-0.083276246,-0.059589915
1.41754E+14,-0.105112075,0.06173998,-0.173700433,-0.027755737,0.000768026,-0.023946127,6.47582E+13,0.243293448,0.062149324,-0.04283154,-0.02042405,-0.073333778,-0.031893039
1.41754E+14,-0.095319428,0.066332569,-0.041472874,-0.014317831,-0.009007772,-0.024353027,6.47582E+13,0.244104068,0.051624827,-0.088826578,-0.011191757,-0.054869195,-0.002065637
1.41755E+14,-0.034101169,0.000116801,-0.114138327,-0.002914429,-0.024892171,-0.021092733,6.47582E+13,0.149304388,0.07231972,-0.095745485,-0.019358784,-0.030368114,0.024565973
1.41755E+14,0.105699542,0.071172933,-0.096265397,-0.007802328,-0.018381755,-0.018651326,6.47582E+13,-0.00568644,0.18360074,-0.124238691,-0.042439513,-0.017584941,0.039479677
1.41755E+14,0.042011261,0.042522433,-0.088067055,-0.02816264,-0.009424845,-0.019465129,6.47582E+13,-0.086998938,0.2751345,-0.079493046,-0.06409989,-0.01971547,0.037704237
1.41755E+14,0.082318941,0.04616661,0.14327231,-0.048528035,-0.026107788,-0.020685832,6.47582E+13,-0.07111613,0.25408542,-0.064361177,-0.064810069,-0.033563908,0.022080358
1.41755E+14,0.109257381,-0.005109894,0.234464287,-0.062367756,-0.02978007,-0.021494548,6.47582E+13,-0.023063343,0.38382113,-0.020575365,-0.045272853,-0.042075282,0.0075126
1.41755E+14,0.007163366,-0.107971103,0.18015086,-0.046488444,-0.021224975,-0.023539226,6.47583E+13,0.056815785,0.64064413,-0.040783885,-0.030004063,-0.047046515,0.006447337
1.41755E+14,0.091875395,-0.069895864,0.173621077,-0.013498942,-0.021636963,-0.025573731,6.47583E+13,0.056162514,1.0118456,-0.071900128,-0.017931065,-0.055568634,0.01745507
1.41755E+14,0.183904647,-0.052139687,0.19502244,-0.003728231,-0.015930176,-0.02516683,6.47583E+13,-0.016969998,1.4321182,-0.092722216,-0.009053859,-0.06728654,0.02810771
1.41755E+14,0.146846453,-0.056973631,0.05205222,-0.006983439,0.006454468,-0.025161743,6.47583E+13,-0.00234445,1.74572,-0.01306041,0.007280195,-0.080779889,0.036984917
1.41755E+14,-0.036528589,-0.011075472,-0.15558978,-0.011871338,0.02437846,-0.025980632,6.47583E+13,0.075462023,1.8749721,-0.052695153,0.030005837,-0.093918148,0.040180708
1.41755E+14,-0.070201555,0.040999481,-0.073984643,-0.024495443,0.02641805,-0.02557373,6.47583E+13,0.094491638,1.7952142,-0.046707312,0.052021299,-0.09178762,0.041956146
1.41755E+14,-0.081848463,0.041207085,-0.037161075,-0.035079956,0.01542155,-0.022313436,6.47583E+13,0.048411688,1.2687728,-0.029107889,0.060543411,-0.088946916,0.061130913
